36.989167 139.467667
36.905833 139.409000
36.920000 139.398333
36.867667 139.461833
36.917500 139.397667
36.903667 139.404500
36.909500 139.404500
36.905833 139.404000
36.884833 139.424833
36.925333 139.395500
36.889333 139.405333
36.877500 139.441333
36.840167 139.416000
36.886500 139.425167
36.886333 139.415000
36.898833 139.401333
36.890833 139.406667
36.888500 139.414167
36.873333 139.494000
36.881500 139.408667
36.895167 139.403000
36.824500 139.464500
36.922167 139.398000
36.873167 139.491500
36.871500 139.457333
36.893500 139.397000
36.839167 139.408500
36.878833 139.429500
36.898833 139.402167
36.932000 139.403667
36.897000 139.401167
36.878000 139.465167
36.879000 139.440167
36.887833 139.429833
36.920500 139.400500
36.899167 139.404000
36.876833 139.421500
36.915667 139.400000
36.921000 139.394333
36.921167 139.396000
36.885167 139.432167
36.921333 139.394833
36.874333 139.457167
36.921000 139.397000
36.909667 139.401000
36.918500 139.397833
36.907500 139.402667
36.889833 139.412000
36.821500 139.443500
36.885167 139.428833
36.904333 139.408833
36.920833 139.396833
36.935500 139.407000
36.881500 139.426167
36.908167 139.405667
36.907833 139.402500
36.893000 139.416167
36.902000 139.406333
36.889833 139.413500
36.874167 139.430667
36.886833 139.417000
