36.916833 139.399167
36.909333 139.403833
36.959000 139.364833
36.904167 139.407000
36.922000 139.396500
36.958167 139.366167
36.959667 139.367167
36.868500 139.460333
36.959667 139.367833
36.960000 139.366833
36.927000 139.395667
36.924833 139.399667
36.960500 139.365500
36.886833 139.417333
36.894667 139.415333
36.874667 139.454667
36.906833 139.430667
36.915333 139.400833
36.897500 139.403667
36.921667 139.389333
36.895167 139.409500
36.867667 139.465000
36.877333 139.422667
36.888000 139.413500
36.891667 139.405167
36.863833 139.430000
