36.926833 139.396167
36.918667 139.404833
36.926833 139.392333
36.907000 139.399167
36.889000 139.398833
36.888167 139.417833
36.883000 139.429500
36.925667 139.395333
36.858333 139.416833
36.882167 139.430167
36.882500 139.429667
36.872667 139.363667
36.959333 139.360500
36.871000 139.459000
36.881833 139.428000
36.926667 139.396333
36.900833 139.407833
36.881167 139.429667
36.875167 139.410833
36.878333 139.449000
36.890167 139.408500
36.923500 139.398000
36.880167 139.432833
36.924500 139.398833
36.925500 139.399333
36.882500 139.430333
36.897000 139.403500
36.916667 139.399833
36.927333 139.397167
36.926833 139.396667
36.934333 139.405167
36.918167 139.404167
36.928667 139.390167
36.861333 139.421333
36.899167 139.460500
36.863500 139.465167
36.901000 139.399667
36.891667 139.408000
36.870667 139.406667
36.930333 139.393833
36.855667 139.417667
36.931167 139.394000
36.891667 139.410833
36.923667 139.394667
36.913833 139.404500
36.880500 139.388833
36.886333 139.414333
36.859167 139.421667
36.924333 139.385833
36.915833 139.404000
36.880333 139.422833
36.879667 139.390000
36.901000 139.424167
36.808500 139.421333
36.807000 139.424667
36.898500 139.405000
36.892667 139.401167
36.807167 139.421167
36.896833 139.413333
36.893833 139.436500
36.895667 139.401333
36.806333 139.428833
36.887833 139.423500
36.891667 139.412833
36.891333 139.416167
36.918667 139.400333
36.908167 139.407333
36.918500 139.400833
36.877500 139.412500
36.890500 139.408000
36.904000 139.402833
36.889333 139.414667
36.905833 139.397500
36.888167 139.405167
36.873333 139.413667
36.886667 139.408667
36.867167 139.456833
36.927500 139.394167
36.920000 139.403500
36.878667 139.468000
36.958000 139.361000
36.960167 139.360667
36.958333 139.360000
36.860833 139.463333
36.958333 139.361667
36.876000 139.397667
36.877500 139.450167
36.956000 139.363000
36.958333 139.363000
36.958667 139.361167
36.879167 139.446667
36.881167 139.427833
36.887667 139.420167
36.894833 139.415167
36.925000 139.393833
36.889333 139.422000
36.924833 139.393500
36.928333 139.399167
36.928000 139.402833
36.878833 139.445667
36.926000 139.400000
36.894667 139.398000
36.907833 139.402167
36.872500 139.418833
36.878833 139.445833
36.908000 139.402667
36.961167 139.364667
36.957333 139.362167
36.883833 139.421500
36.879500 139.434000
36.878333 139.440000
36.871667 139.420500
36.888500 139.411333
36.884000 139.409667
36.926667 139.397167
36.891333 139.410333
36.923500 139.393833
36.905500 139.399833
36.905000 139.401000
36.896333 139.404167
36.898500 139.396833
36.904167 139.399167
36.888167 139.412667
36.886667 139.412667
36.908667 139.402667
36.908667 139.401333
