36.878000 139.411667
36.881500 139.412167
36.881000 139.408500
36.874667 139.412833
36.874500 139.416000
36.872500 139.411333
36.879333 139.412500
36.873667 139.413667
36.878667 139.413667
36.874833 139.413500
36.879833 139.412167
36.880667 139.408333
36.874500 139.416167
36.874833 139.412500
36.885000 139.413000
36.921667 139.396833
36.922333 139.395000
36.923667 139.398000
36.924333 139.399167
36.921667 139.397167
36.922500 139.396167
36.919833 139.394500
36.925500 139.405333
36.919333 139.393500
36.921333 139.397000
36.889167 139.408333
36.877333 139.413833
36.959667 139.364000
