 36.961000 138.585333 6.670000 0.900000 2011 3 15 7 38 19.000000                 
 36.829333 138.593000 8.430000 1.000000 2011 3 15 7 38 53.080000                 
 36.839333 138.594667 8.530000 1.400000 2011 3 15 7 39 7.560000                  
 36.836333 138.586833 7.740000 1.700000 2011 3 15 7 40 4.330000                  
 36.827333 138.578500 6.280000 0.600000 2011 3 15 7 40 49.570000                 
 36.820833 138.600833 0.000000 1.900000 2011 3 15 7 46 27.720000                 
 36.820167 138.611167 0.000000 2.100000 2011 3 15 7 49 8.150000                  
 36.823667 138.590167 0.000000 3.400000 2011 3 15 8 2 14.860000                  
 36.827333 138.610000 0.000000 1.700000 2011 3 15 8 12 29.090000                 
 36.820333 138.609167 0.430000 2.300000 2011 3 15 8 29 0.790000                  
 36.823000 138.594167 0.620000 1.800000 2011 3 15 8 46 47.710000                 
 36.828333 138.583167 0.000000 1.700000 2011 3 15 8 55 33.110000                 
 36.816500 138.608833 0.000000 2.200000 2011 3 15 8 56 7.600000                  
 36.820333 138.595500 0.000000 1.800000 2011 3 15 8 58 50.720000                 
 36.829333 138.600833 1.310000 1.800000 2011 3 15 9 1 16.350000                  
 36.819667 138.607000 0.000000 1.500000 2011 3 15 9 1 28.630000                  
 36.934500 138.587000 6.320000 1.500000 2011 3 15 9 6 45.310000                  
 36.816500 138.609667 0.000000 1.500000 2011 3 15 9 9 22.240000                  
 36.903000 138.590333 0.000000 1.200000 2011 3 15 9 11 13.990000                 
 36.823000 138.599333 1.450000 1.000000 2011 3 15 9 11 27.740000                 
 36.820333 138.605667 0.000000 1.500000 2011 3 15 9 11 40.480000                 
 36.815833 138.603833 0.690000 1.200000 2011 3 15 9 15 10.240000                 
 36.836833 138.609500 10.780000 1.300000 2011 3 15 9 22 38.180000                
 36.838500 138.939167 7.210000 2.500000 2011 3 15 9 27 32.120000                 
 36.828333 138.597000 2.840000 1.700000 2011 3 15 9 29 5.610000                  
 36.829667 138.607333 5.480000 2.000000 2011 3 15 9 40 51.350000                 
 36.960833 138.595000 3.580000 2.100000 2011 3 15 10 41 39.610000                
 36.817167 138.612667 0.000000 2.000000 2011 3 15 11 7 46.860000                 
 36.420167 138.015500 4.270000 1.500000 2011 3 15 11 15 28.690000                
 36.947500 138.487000 7.980000 1.100000 2011 3 15 11 26 5.080000                 
 36.827333 138.595000 8.240000 1.300000 2011 3 15 11 29 9.190000                 
 36.816667 138.615000 0.000000 2.500000 2011 3 15 11 40 19.810000                
 36.939333 138.520500 6.630000 1.600000 2011 3 15 11 43 33.020000                
 36.826000 138.594500 0.110000 1.400000 2011 3 15 11 48 27.420000                
 36.818167 138.605833 0.000000 1.200000 2011 3 15 11 48 46.650000                
 36.824500 138.594500 6.640000 0.500000 2011 3 15 11 56 16.270000                
 36.944500 138.585500 4.710000 1.000000 2011 3 15 11 57 16.740000                
 36.835833 138.599667 7.750000 1.200000 2011 3 15 11 57 30.070000                
 36.817333 138.606500 0.000000 1.700000 2011 3 15 11 57 37.860000                
 36.834333 138.594833 0.820000 1.500000 2011 3 15 12 4 49.940000                 
 36.767167 138.781333 4.670000 1.400000 2011 3 15 12 7 57.550000                 
 37.044000 138.594167 10.000000 2.700000 2011 3 15 12 9 51.440000                
 36.835000 138.590167 5.840000 1.600000 2011 3 15 12 11 13.640000                
 36.972167 138.556333 6.380000 2.100000 2011 3 15 12 14 0.520000                 
 36.822000 138.601500 0.000000 2.200000 2011 3 15 12 25 25.590000                
 36.840333 138.580500 7.350000 1.400000 2011 3 15 12 28 33.660000                
 36.822833 138.602333 0.000000 2.600000 2011 3 15 12 38 59.850000                
 36.921500 138.586833 2.290000 1.000000 2011 3 15 12 42 20.080000                
 36.827333 138.588167 1.590000 1.700000 2011 3 15 12 45 52.100000                
 36.943333 138.555000 7.960000 0.400000 2011 3 15 13 0 52.390000                 
