36.922167 139.398000 4.110000 0.600000 2013 3 4 8 5 22.730000
36.873167 139.491500 5.090000 0.900000 2013 3 4 8 5 52.710000
36.871500 139.457333 3.500000 0.900000 2013 3 4 9 7 28.040000
36.893500 139.397000 3.050000 1.200000 2013 3 4 9 8 55.550000
36.839167 139.408500 3.770000 0.400000 2013 3 4 10 0 57.370000
36.878833 139.429500 5.320000 0.900000 2013 3 4 11 31 55.090000
36.898833 139.402167 4.740000 1.500000 2013 3 4 11 36 30.470000
36.932000 139.403667 6.160000 0.800000 2013 3 4 12 1 50.710000
36.897000 139.401167 4.810000 1.200000 2013 3 4 13 33 50.060000
36.878000 139.465167 3.610000 2.000000 2013 3 4 13 48 43.210000
36.879000 139.440167 6.650000 1.700000 2013 3 4 15 2 22.860000
36.887833 139.429833 2.910000 1.600000 2013 3 4 16 34 44.490000
36.920500 139.400500 3.860000 0.800000 2013 3 4 16 43 40.010000
36.899167 139.404000 4.780000 0.500000 2013 3 4 16 48 54.500000
36.876833 139.421500 5.440000 0.300000 2013 3 4 17 8 48.890000
36.915667 139.400000 3.270000 0.300000 2013 3 4 17 20 51.080000
36.921000 139.394333 3.800000 1.700000 2013 3 4 18 2 6.940000
36.921167 139.396000 3.840000 0.700000 2013 3 4 18 4 13.540000
36.885167 139.432167 2.810000 0.300000 2013 3 4 18 7 49.360000
36.921333 139.394833 3.630000 0.900000 2013 3 4 18 8 1.330000
36.874333 139.457167 2.760000 0.400000 2013 3 4 18 34 25.750000
36.921000 139.397000 3.740000 0.600000 2013 3 4 18 39 5.860000
36.909667 139.401000 5.660000 0.800000 2013 3 4 18 54 15.420000
36.918500 139.397833 4.500000 1.400000 2013 3 4 19 24 7.750000
36.907500 139.402667 4.750000 0.700000 2013 3 4 19 46 1.760000
36.889833 139.412000 4.910000 1.100000 2013 3 4 20 1 14.650000
36.821500 139.443500 3.900000 0.700000 2013 3 4 20 2 19.940000
36.885167 139.428833 2.370000 -0.500000 2013 3 4 20 28 47.710000
36.904333 139.408833 4.390000 0.300000 2013 3 4 20 35 45.550000
36.920833 139.396833 3.360000 0.600000 2013 3 4 21 8 27.660000
36.935500 139.407000 4.540000 0.900000 2013 3 4 21 28 42.740000
