 36.843167 139.411667 3.650000 0.700000 2013 3 13 1 38 43.580000                 
 36.897000 139.403500 4.640000 0.400000 2013 3 13 2 39 27.260000                 
 36.897000 139.401167 4.770000 0.800000 2013 3 13 3 21 41.920000                 
 36.871167 139.457667 3.060000 0.500000 2013 3 13 3 42 58.820000                 
 36.871500 139.453500 3.490000 0.200000 2013 3 13 3 45 40.490000                 
 36.963833 139.411333 4.800000 3.000000 2013 3 13 4 22 45.200000                 
 36.899000 139.401500 5.420000 0.600000 2013 3 13 4 38 42.960000                 
 36.880000 139.441833 2.400000 0.600000 2013 3 13 4 47 42.290000                 
 36.880500 139.428167 4.860000 0.300000 2013 3 13 6 1 34.070000                  
 36.884167 139.406667 3.280000 0.800000 2013 3 13 6 19 4.680000                  
 36.903167 139.401833 4.190000 0.800000 2013 3 13 9 13 23.220000                 
 36.870167 139.464000 3.240000 0.600000 2013 3 13 9 33 48.380000                 
 36.960500 139.367833 4.360000 0.500000 2013 3 13 11 41 47.250000                
 36.887167 139.414833 4.430000 0.700000 2013 3 13 12 12 13.080000                
 36.884833 139.401333 3.010000 2.300000 2013 3 13 17 25 44.000000                
 36.960000 139.366000 4.800000 1.600000 2013 3 13 17 27 31.040000                
 36.887333 139.403167 3.420000 2.000000 2013 3 13 17 28 51.230000                
 36.888000 139.405833 3.360000 0.700000 2013 3 13 17 33 52.280000                
 36.898667 139.400333 5.050000 0.500000 2013 3 13 18 4 18.090000                 
 36.960000 139.367667 4.520000 0.500000 2013 3 13 18 18 29.390000                
 36.824500 139.465833 4.080000 1.600000 2013 3 13 19 38 34.260000                
 36.957500 139.365500 4.450000 0.600000 2013 3 13 20 12 45.580000                
 36.963500 139.417333 5.240000 1.100000 2013 3 13 21 16 50.160000                
 36.917000 139.398833 3.890000 1.500000 2013 3 13 22 36 57.550000                
 36.904500 139.401500 4.840000 0.900000 2013 3 14 2 9 43.870000                  
 36.888500 139.421833 3.450000 1.100000 2013 3 14 2 42 51.490000                 
 36.940833 139.409500 6.070000 2.400000 2013 3 14 3 18 28.840000                 
 36.875000 139.440500 2.850000 0.700000 2013 3 14 3 28 47.170000                 
 36.876167 139.438667 3.070000 2.600000 2013 3 14 3 28 51.690000                 
 36.907667 139.398167 5.490000 0.900000 2013 3 14 4 28 36.900000                 
 36.893333 139.404833 4.490000 0.300000 2013 3 14 6 46 42.360000                 
 36.904500 139.410667 3.150000 0.800000 2013 3 14 6 47 8.480000                  
 36.888500 139.410833 3.080000 0.400000 2013 3 14 8 50 30.100000                 
 36.960833 139.394500 3.640000 0.300000 2013 3 14 10 27 7.960000                 
 36.910167 139.403833 5.240000 0.500000 2013 3 14 10 27 15.190000                
 36.888000 139.407833 5.380000 1.000000 2013 3 14 10 46 15.230000                
 36.890833 139.405000 3.550000 0.600000 2013 3 14 12 53 28.010000                
 36.922833 139.396000 3.680000 1.000000 2013 3 14 13 7 35.320000                 
 36.923833 139.395167 4.490000 1.100000 2013 3 14 13 9 27.240000                 
 36.814667 139.420000 4.180000 1.300000 2013 3 14 15 45 8.250000                 
 36.921333 139.391500 4.500000 0.900000 2013 3 14 16 6 41.600000                 
 36.924833 139.390000 4.540000 1.000000 2013 3 14 18 0 38.840000                 
 36.925500 139.394167 3.600000 1.300000 2013 3 14 18 11 30.770000                
 36.908500 139.402333 4.370000 0.300000 2013 3 14 18 40 59.510000                
 36.900000 139.405333 4.750000 0.800000 2013 3 14 19 12 58.040000                
 36.921667 139.389833 4.480000 0.900000 2013 3 14 19 49 52.960000                
 36.925333 139.394667 3.750000 1.000000 2013 3 14 20 40 15.380000                
 36.898167 139.398833 5.020000 1.100000 2013 3 15 0 55 11.990000                 
 36.908667 139.405167 4.860000 0.400000 2013 3 15 5 17 8.520000                  
 36.890833 139.414333 4.500000 0.600000 2013 3 15 7 35 34.600000                 
